Date	City	Kilometers
2019-11-02	3W	36
2019-11-02	NA	5
2019-11-02	XQ	26
2019-11-02	P4	37
2019-11-02	UA	18
2019-11-03	0U	17
2019-11-03	48	25
2019-11-03	2Q	23
2019-11-03	P5	2
2019-11-03	5O	1
2019-11-03	YB	23
2019-11-03	ON	2
2019-11-03	O0	30
2019-11-03	J5	0
2019-11-03	MU	35
2019-11-03	SU	6
2019-11-03	Z1	29
2019-11-03	8G	12
2019-11-03	KK	23
2019-11-03	T4	14
2019-11-03	6Y	7
2019-11-03	Z1	4
2019-11-03	H9	10
2019-11-03	IJ	18
2019-11-03	8A	26
2019-11-03	P2	9
2019-11-03	8L	2
2019-11-03	D0	16
2019-11-03	CU	36
2019-11-04	TD	0
2019-11-04	WD	3
2019-11-04	2A	40
2019-11-04	R2	17
2019-11-04	GM	16
2019-11-04	BE	13
2019-11-04	W6	6
2019-11-04	N7	8
2019-11-04	MZ	34
2019-11-04	Z3	26
2019-11-04	I3	17
2019-11-04	GH	19
2019-11-04	YO	25
2019-11-04	HG	25
2019-11-04	JS	14
2019-11-04	Z0	19
2019-11-04	LN	16
2019-11-04	C3	36
2019-11-04	6R	18
2019-11-04	QP	25
2019-11-04	JV	1
2019-11-04	AK	20
2019-11-04	IA	2
2019-11-04	T7	1
2019-11-05	8A	18
2019-11-05	72	16
2019-11-05	ZL	61
2019-11-05	7B	45
2019-11-05	O8	14
2019-11-05	FC	2
2019-11-05	YX	40
2019-11-05	WM	13
2019-11-05	VV	8
2019-11-05	8J	42
2019-11-05	W8	13
2019-11-05	SG	11
2019-11-05	1Q	24
2019-11-05	LL	22
2019-11-05	RV	16
2019-11-05	FH	26
2019-11-05	IP	11
2019-11-05	C8	30
2019-11-05	Z2	17
2019-11-05	U5	2
2019-11-05	7T	1
2019-11-05	0U	6
2019-11-05	VO	32
2019-11-05	09	60
2019-11-06	UL	56
2019-11-06	YX	16
2019-11-06	XH	17
2019-11-06	QS	4
2019-11-06	2T	30
2019-11-06	KP	21
2019-11-06	WQ	13
2019-11-06	PS	5
2019-11-06	4R	29
2019-11-06	14	33
2019-11-06	XT	71
2019-11-06	OP	13
2019-11-06	2J	35
2019-11-06	QY	46
2019-11-06	WG	12
2019-11-06	6V	18
2019-11-06	4E	19
2019-11-06	CI	19
2019-11-06	7O	6
2019-11-06	BP	12
2019-11-06	50	45
2019-11-06	RW	68
2019-11-06	SR	4
2019-11-06	OY	3
2019-11-07	ME	22
2019-11-07	S3	12
2019-11-07	I0	13
2019-11-07	QK	35
2019-11-07	6U	17
2019-11-07	UV	32
2019-11-07	7F	46
2019-11-07	7P	10
2019-11-07	R0	5
2019-11-07	HX	30
2019-11-07	PJ	6
2019-11-07	PR	8
2019-11-07	VP	4
2019-11-07	EF	27
2019-11-07	R9	0
2019-11-07	C9	15
2019-11-07	ZA	31
2019-11-07	3V	18
2019-11-07	WW	37
2019-11-07	NU	11
2019-11-07	B7	42
2019-11-07	L9	12
2019-11-07	W1	3
2019-11-07	QU	30
2019-11-08	Z9	19
2019-11-08	0V	13
2019-11-08	WF	23
2019-11-08	T6	19
2019-11-08	8P	2
2019-11-08	5A	18
2019-11-08	I9	12
2019-11-08	GU	26
2019-11-08	8X	12
2019-11-08	S8	5
2019-11-08	YG	21
2019-11-08	GB	23
2019-11-08	H8	9
2019-11-08	ID	13
2019-11-08	AW	11
2019-11-08	C0	37
2019-11-08	U0	18
2019-11-08	NB	11
2019-11-08	YZ	35
2019-11-08	DI	38
2019-11-08	4T	5
2019-11-08	C8	13
2019-11-08	GV	34
2019-11-08	OY	11
2019-11-09	1P	39
2019-11-09	AC	3
2019-11-09	S2	1
2019-11-09	8I	4
2019-11-09	0J	7
2019-11-09	GU	34
2019-11-09	TQ	9
2019-11-09	4E	44
2019-11-09	65	14
2019-11-09	92	0
2019-11-09	P8	29
2019-11-09	93	28
2019-11-09	E0	9
2019-11-09	RL	41
2019-11-09	DE	21
2019-11-09	PZ	33
2019-11-09	IK	22
2019-11-09	OY	20
2019-11-09	NN	12
2019-11-09	DH	16
2019-11-09	V3	3
2019-11-09	14	36
2019-11-09	1B	14
2019-11-09	N3	14
2019-11-10	LC	14
2019-11-10	TJ	15
2019-11-10	4Y	17
2019-11-10	G8	14
2019-11-10	7A	7
2019-11-10	I6	7
2019-11-10	LV	35
2019-11-10	NY	5
2019-11-10	FK	22
2019-11-10	GR	8
2019-11-10	PV	13
2019-11-10	V7	25
2019-11-10	Z8	5
2019-11-10	Z4	4
2019-11-10	EP	7
2019-11-10	T1	16
2019-11-10	L2	7
2019-11-10	1E	8
2019-11-10	0O	9
2019-11-10	B7	6
2019-11-10	G7	5
2019-11-10	PU	39
2019-11-10	LE	20
2019-11-10	TV	25
2019-11-11	BS	21
2019-11-11	5D	28
2019-11-11	K9	11
2019-11-11	JN	20
2019-11-11	4Y	11
2019-11-11	41	40
2019-11-11	PM	56
2019-11-11	D6	35
2019-11-11	E9	4
2019-11-11	O8	9
2019-11-11	33	33
2019-11-11	TI	55
2019-11-11	QF	6
2019-11-11	KL	0
2019-11-11	OM	5
2019-11-11	CT	5
2019-11-11	J4	25
2019-11-11	F8	0
2019-11-11	WA	26
2019-11-11	H7	25
2019-11-11	AH	10
2019-11-11	30	38
2019-11-11	DM	46
2019-11-11	VN	19
2019-11-12	IN	13
2019-11-12	2G	30
2019-11-12	KF	24
2019-11-12	R7	8
2019-11-12	OQ	23
2019-11-12	4C	41
2019-11-12	24	17
2019-11-12	NY	65
2019-11-12	7H	40
2019-11-12	M7	5
2019-11-12	GP	19
2019-11-12	4P	19
2019-11-12	TM	29
2019-11-12	KG	15
2019-11-12	FQ	5
2019-11-12	8X	7
2019-11-12	FF	4
2019-11-12	VF	16
2019-11-12	VN	8
2019-11-12	88	52
2019-11-12	KP	43
2019-11-12	72	50
2019-11-12	GK	41
2019-11-12	R9	7
2019-11-13	NX	27
2019-11-13	AI	28
2019-11-13	4Z	4
2019-11-13	KA	2
2019-11-13	OV	25
2019-11-13	AY	11
2019-11-13	9U	12
2019-11-13	CU	10
2019-11-13	6P	18
2019-11-13	FF	6
2019-11-13	PK	15
2019-11-13	HE	14
2019-11-13	GR	12
2019-11-13	IG	9
2019-11-13	G5	20
2019-11-13	RL	34
2019-11-13	IU	0
2019-11-13	YY	20
2019-11-13	GS	24
2019-11-13	66	46
2019-11-13	4Y	33
2019-11-13	ZS	32
2019-11-13	P2	43
2019-11-13	27	25
2019-11-14	N9	30
2019-11-14	AZ	20
2019-11-14	9A	33
2019-11-14	TX	50
2019-11-14	1W	36
2019-11-14	6D	14
2019-11-14	WK	40
2019-11-14	WG	4
2019-11-14	QA	12
2019-11-14	SY	26
2019-11-14	OS	10
2019-11-14	61	59
2019-11-14	PA	42
2019-11-14	QP	16
2019-11-14	QP	0
2019-11-14	JB	21
2019-11-14	IK	8
2019-11-14	K5	20
2019-11-14	ZS	45
2019-11-14	DP	25
2019-11-14	QK	8
2019-11-14	1M	30
2019-11-14	45	21
2019-11-14	Y0	32
2019-11-15	LJ	13
2019-11-15	7A	30
2019-11-15	1U	14
2019-11-15	Z7	11
2019-11-15	Q7	9
2019-11-15	VM	27
2019-11-15	T8	23
2019-11-15	E0	23
2019-11-15	2O	12
2019-11-15	5D	8
2019-11-15	7J	8
2019-11-15	K6	0
2019-11-15	IB	10
2019-11-15	K2	14
2019-11-15	U3	11
2019-11-15	3A	20
2019-11-15	7T	23
2019-11-15	VZ	37
2019-11-15	YE	18
2019-11-15	24	56
2019-11-15	1T	31
2019-11-15	Y6	10
2019-11-15	DN	3
2019-11-15	ZT	28
2019-11-16	1R	43
2019-11-16	HZ	31
2019-11-16	U7	22
2019-11-16	R0	10
2019-11-16	CL	13
2019-11-16	8P	7
2019-11-16	4B	18
2019-11-16	27	13
2019-11-16	U6	34
2019-11-16	GC	1
2019-11-16	82	32
2019-11-16	UO	58
2019-11-16	0L	40
2019-11-16	RM	35
2019-11-16	69	48
2019-11-16	S6	26
2019-11-16	DC	2
2019-11-16	G8	8
2019-11-16	RV	41
2019-11-16	MR	9
2019-11-16	LB	17
2019-11-16	74	35
2019-11-16	IK	41
2019-11-16	HT	8
2019-11-17	GF	15
2019-11-17	R6	5
2019-11-17	14	35
2019-11-17	0N	25
2019-11-17	81	21
2019-11-17	UW	67
2019-11-17	0J	50
2019-11-17	YY	56
2019-11-17	EJ	35
2019-11-17	YG	17
2019-11-17	MS	0
2019-11-17	WY	16
2019-11-17	9B	53
2019-11-17	RU	44
2019-11-17	ER	16
2019-11-17	CX	4
2019-11-17	B9	32
2019-11-17	AO	21
2019-11-17	BT	6
2019-11-17	RK	7
2019-11-17	93	49
2019-11-17	7B	13
2019-11-17	CW	33
2019-11-17	8Q	17
2019-11-18	M4	8
2019-11-18	BE	6
2019-11-18	S9	5
2019-11-18	93	32
2019-11-18	S7	30
2019-11-18	6N	6
2019-11-18	M4	3
2019-11-18	0U	4
2019-11-18	92	26
2019-11-18	AB	24
2019-11-18	PC	16
2019-11-18	OH	4
2019-11-18	U2	16
2019-11-18	MW	29
2019-11-18	DA	31
2019-11-18	BV	19
2019-11-18	JF	8
2019-11-18	VE	11
2019-11-18	K7	25
2019-11-18	AO	14
2019-11-18	HM	5
2019-11-18	6C	28
2019-11-18	5Z	22
2019-11-18	D6	21
2019-11-19	A0	9
2019-11-19	F6	11
2019-11-19	06	22
2019-11-19	MG	46
2019-11-19	WI	12
2019-11-19	JA	21
2019-11-19	N6	7
2019-11-19	EF	7
2019-11-19	AT	10
2019-11-19	Q1	19
2019-11-19	EA	4
2019-11-19	37	28
2019-11-19	1O	22
2019-11-19	PX	40
2019-11-19	VB	16
2019-11-19	AW	0
2019-11-19	CM	8
2019-11-19	5H	19
2019-11-19	JR	31
2019-11-19	AE	22
2019-11-19	WR	35
2019-11-19	6E	46
2019-11-19	QB	24
2019-11-19	7B	26
2019-11-20	VS	48
2019-11-20	SE	17
2019-11-20	2A	37
2019-11-20	3Q	17
2019-11-20	G1	12
2019-11-20	9O	16
2019-11-20	D9	11
2019-11-20	8J	5
2019-11-20	91	24
2019-11-20	CP	41
2019-11-20	IU	11
2019-11-20	3N	29
2019-11-20	RH	25
2019-11-20	RR	10
2019-11-20	NR	4
2019-11-20	YJ	3
2019-11-20	U6	24
2019-11-20	2T	5
2019-11-20	P2	4
2019-11-20	JA	9
2019-11-20	Q6	4
2019-11-20	4S	0
2019-11-20	Q0	6
2019-11-20	YH	32
2019-11-21	UR	6
2019-11-21	P9	30
2019-11-21	DO	10
2019-11-21	6S	10
2019-11-21	8H	9
2019-11-21	M9	6
2019-11-21	PV	32
2019-11-21	CV	13
2019-11-21	YY	25
2019-11-21	EN	31
2019-11-21	6Z	3
2019-11-21	YF	15
2019-11-21	QT	6
2019-11-21	42	63
2019-11-21	U9	40
2019-11-21	DO	5
2019-11-21	NL	7
2019-11-21	2D	36
2019-11-21	51	16
2019-11-21	BN	42
2019-11-21	UA	6
2019-11-21	J5	23
2019-11-21	CM	17
2019-11-21	KJ	5
2019-11-22	5S	13
2019-11-22	LZ	30
2019-11-22	X4	26
2019-11-22	HD	0
2019-11-22	6K	11
2019-11-22	W8	14
2019-11-22	DS	8
2019-11-22	SU	17
2019-11-22	K8	37
2019-11-22	4Y	10
2019-11-22	OO	17
2019-11-22	9T	17
2019-11-22	WV	32
2019-11-22	QA	27
2019-11-22	LX	18
2019-11-22	V3	27
2019-11-22	L8	5
2019-11-22	4Y	9
2019-11-22	ZJ	23
2019-11-22	7C	42
2019-11-22	K2	3
2019-11-22	39	17
2019-11-22	CL	35
2019-11-22	SX	28
2019-11-23	SJ	14
2019-11-23	0S	26
2019-11-23	LM	22
2019-11-23	89	40
2019-11-23	JE	30
2019-11-23	4H	19
2019-11-23	R0	6
2019-11-23	LI	19
2019-11-23	JV	11
2019-11-23	PB	14
2019-11-23	R9	7
2019-11-23	98	26
2019-11-23	PJ	41
2019-11-23	ZY	25
2019-11-23	QB	32
2019-11-23	4A	30
2019-11-23	KE	27
2019-11-23	8L	12
2019-11-23	53	28
2019-11-23	5X	37
2019-11-23	33	39
2019-11-23	FL	44
2019-11-23	QZ	25
2019-11-23	PM	14
2019-11-24	AZ	2
2019-11-24	5A	37
2019-11-24	5T	19
2019-11-24	IS	19
2019-11-24	GR	3
2019-11-24	FI	10
2019-11-24	BI	4
2019-11-24	1D	22
2019-11-24	KL	34
2019-11-24	PK	4
2019-11-24	YU	19
2019-11-24	8W	31
2019-11-24	FW	14
2019-11-24	C2	40
2019-11-24	29	10
2019-11-24	WA	45
2019-11-24	46	46
2019-11-24	D8	18
2019-11-24	DX	32
2019-11-24	RU	11
2019-11-24	3F	46
2019-11-24	3M	7
2019-11-24	SW	42
2019-11-24	IE	28
2019-11-25	4S	7
2019-11-25	KA	5
2019-11-25	V0	6
2019-11-25	01	37
2019-11-25	86	13
2019-11-25	K9	22
2019-11-25	4Y	9
2019-11-25	PL	15
2019-11-25	ZB	0
2019-11-25	NS	5
2019-11-25	C2	44
2019-11-25	BC	16
2019-11-25	O5	1
2019-11-25	NH	18
2019-11-25	GZ	11
2019-11-25	OT	2
2019-11-25	8S	24
2019-11-25	JD	3
2019-11-25	8H	14
2019-11-25	56	21
2019-11-25	F2	13
2019-11-25	PT	44
2019-11-25	J8	34
2019-11-25	C0	15
2019-11-26	CU	37
2019-11-26	HZ	10
2019-11-26	H7	35
2019-11-26	7C	5
2019-11-26	8V	20
2019-11-26	N8	8
2019-11-26	70	31
2019-11-26	6U	36
2019-11-26	NB	5
2019-11-26	89	31
2019-11-26	M4	16
2019-11-26	H1	8
2019-11-26	X7	22
2019-11-26	4F	21
2019-11-26	VL	40
2019-11-26	7F	37
2019-11-26	QR	38
2019-11-26	LO	8
2019-11-26	05	54
2019-11-26	BS	48
2019-11-26	RC	0
2019-11-26	F9	22
2019-11-26	9Q	11
2019-11-26	HK	9
2019-11-27	2V	11
2019-11-27	LC	7
2019-11-27	W6	2
2019-11-27	XJ	21
2019-11-27	HL	14
2019-11-27	22	48
2019-11-27	5Q	34
2019-11-27	7F	9
2019-11-27	JI	22
2019-11-27	DG	8
2019-11-27	1S	7
2019-11-27	AH	5
2019-11-27	PO	22
2019-11-27	2V	23
2019-11-27	3Q	4
2019-11-27	T1	1
2019-11-27	5N	2
2019-11-27	WT	40
2019-11-27	UQ	5
2019-11-27	80	62
2019-11-27	I8	25
2019-11-27	1U	5
2019-11-27	42	32
2019-11-27	ZU	73
2019-11-28	LG	28
2019-11-28	3A	31
2019-11-28	9F	11
2019-11-28	CV	26
2019-11-28	P7	18
2019-11-28	2Z	5
2019-11-28	CW	14
2019-11-28	DR	4
2019-11-28	4F	28
2019-11-28	85	13
2019-11-28	82	3
2019-11-28	VC	47
2019-11-28	RW	16
2019-11-28	NK	16
2019-11-28	GI	9
2019-11-28	0G	25
2019-11-28	LN	35
2019-11-28	PE	5
2019-11-28	N4	19
2019-11-28	AQ	16
2019-11-28	CD	11
2019-11-28	IR	20
2019-11-28	SF	2
2019-11-28	PG	2
2019-11-29	I3	27
2019-11-29	02	26
2019-11-29	NS	63
2019-11-29	5N	30
2019-11-29	T5	6
2019-11-29	MJ	14
2019-11-29	9A	29
2019-11-29	PN	36
2019-11-29	JH	12
2019-11-29	29	39
2019-11-29	W0	28
2019-11-29	WI	25
2019-11-29	UF	5
2019-11-29	EV	0
2019-11-29	80	51
2019-11-29	E6	19
2019-11-29	SC	27
2019-11-29	Y4	9
2019-11-29	2O	12
2019-11-29	8X	15
2019-11-29	S0	13
2019-11-29	SO	31
2019-11-29	GH	19
2019-11-29	7Y	1
2019-11-30	BD	10
2019-11-30	PI	19
2019-11-30	MY	13
2019-11-30	1Z	27
2019-11-30	ZF	21
2019-11-30	R6	24
2019-11-30	BV	16
2019-11-30	GE	12
2019-11-30	AG	4
2019-11-30	XX	40
2019-11-30	PZ	6
2019-11-30	GM	22
2019-11-30	37	42
2019-11-30	RM	53
2019-11-30	SO	3
2019-11-30	11	64
2019-11-30	KV	63
2019-11-30	WH	2
2019-11-30	J0	37
2019-11-30	T9	19
2019-11-30	IF	2
2019-11-30	ZO	26
2019-11-30	97	57
2019-11-30	EG	28
2019-12-01	OP	19
2019-12-01	KW	3
2019-12-01	5L	33
2019-12-01	MM	25
2019-12-01	WC	0
2019-12-01	59	44
2019-12-01	X3	29
2019-12-01	1R	8
2019-12-01	FJ	13
2019-12-01	6J	16
2019-12-01	ME	18
2019-12-01	U8	5
2019-12-01	8U	0
2019-12-01	VD	13
2019-12-01	EX	3
2019-12-01	PC	10
2019-12-01	YU	27
2019-12-01	XE	17
2019-12-01	TI	0
2019-12-01	HS	2
2019-12-01	HA	18
2019-12-01	9Y	9
2019-12-01	SD	5
2019-12-01	JE	8
2019-12-02	KE	1
2019-12-02	V4	6
2019-12-02	C2	21
2019-12-02	P7	18
2019-12-02	HK	12
2019-12-02	NF	1
2019-12-02	Z1	9
2019-12-02	OU	25
2019-12-02	JB	24
2019-12-02	NX	26
2019-12-02	XT	6
2019-12-02	AI	34
2019-12-02	79	26
2019-12-02	YT	61
2019-12-02	4V	35
2019-12-02	GG	4
2019-12-02	F2	22
2019-12-02	EI	22
2019-12-02	8A	21
2019-12-02	SC	29
2019-12-02	DL	6
2019-12-02	Z3	3
2019-12-02	F6	17
2019-12-02	4I	1
2019-12-03	O0	2
2019-12-03	UX	46
2019-12-03	TJ	15
2019-12-03	DA	25
2019-12-03	PE	16
2019-12-03	6C	28
2019-12-03	1D	4
2019-12-03	GM	31
2019-12-03	WP	19
2019-12-03	9C	43
2019-12-03	QE	26
2019-12-03	7P	15
2019-12-03	W6	6
2019-12-03	RB	7
2019-12-03	AX	5
2019-12-03	GS	1
2019-12-03	HX	6
2019-12-03	6L	30
2019-12-03	QJ	25
2019-12-03	L2	29
2019-12-03	TJ	32
2019-12-03	WL	5
2019-12-03	B2	47
2019-12-03	AG	20
2019-12-04	QU	30
2019-12-04	7F	41
2019-12-04	AK	15
2019-12-04	1R	9
2019-12-04	99	17
2019-12-04	G6	11
2019-12-04	D2	7
2019-12-04	HN	32
2019-12-04	2V	14
2019-12-04	BL	6
2019-12-04	3M	14
2019-12-04	IK	20
2019-12-04	LY	17
2019-12-04	JO	12
2019-12-04	3R	20
2019-12-04	U2	2
2019-12-04	6P	1
2019-12-04	SX	37
2019-12-04	XY	6
2019-12-04	N6	45
2019-12-04	DO	15
2019-12-04	WP	20
2019-12-04	2W	30
2019-12-04	AH	0
2019-12-05	EC	1
2019-12-05	OY	32
2019-12-05	SC	18
2019-12-05	11	52
2019-12-05	MY	68
2019-12-05	XW	9
2019-12-05	SR	10
2019-12-05	9S	25
2019-12-05	42	38
2019-12-05	W1	34
2019-12-05	PW	31
2019-12-05	1Q	37
2019-12-05	OI	22
2019-12-05	OV	13
2019-12-05	NG	16
2019-12-05	SO	13
2019-12-05	JE	19
2019-12-05	7N	10
2019-12-05	6H	7
2019-12-05	I5	0
2019-12-05	ON	31
2019-12-05	TT	11
2019-12-05	E8	43
2019-12-05	3E	5
2019-12-06	8A	1
2019-12-06	RC	28
2019-12-06	5W	9
2019-12-06	AZ	15
2019-12-06	2B	39
2019-12-06	5G	8
2019-12-06	0D	8
2019-12-06	QM	42
2019-12-06	38	51
2019-12-06	30	8
2019-12-06	VO	66
2019-12-06	SG	11
2019-12-06	JX	8
2019-12-06	NO	5
2019-12-06	L4	29
2019-12-06	74	21
2019-12-06	T7	32
2019-12-06	H9	10
2019-12-06	2C	12
2019-12-06	U1	17
2019-12-06	JV	26
2019-12-06	PX	8
2019-12-06	ZT	6
2019-12-06	55	68
2019-12-07	RA	41
2019-12-07	0U	14
2019-12-07	DX	23
2019-12-07	KE	12
2019-12-07	68	34
2019-12-07	NG	39
2019-12-07	YB	6
2019-12-07	EU	1
2019-12-07	SR	11
2019-12-07	IX	4
2019-12-07	Y4	20
2019-12-07	UG	15
2019-12-07	E2	37
2019-12-07	P2	11
2019-12-07	E1	12
2019-12-07	TA	31
2019-12-07	EG	9
2019-12-07	AS	8
2019-12-07	K2	23
2019-12-07	HV	33
2019-12-07	MO	2
2019-12-07	5T	19
2019-12-07	GA	1
2019-12-07	7N	3
2019-12-08	1X	4
2019-12-08	AB	6
2019-12-08	41	30
2019-12-08	X0	35
2019-12-08	0T	4
2019-12-08	U1	2
2019-12-08	LK	17
2019-12-08	9H	22
2019-12-08	ER	22
2019-12-08	MB	8
2019-12-08	EL	2
2019-12-08	G2	24
2019-12-08	V6	19
2019-12-08	LW	23
2019-12-08	O9	27
2019-12-08	J1	13
2019-12-08	W5	17
2019-12-08	9R	1
2019-12-08	WZ	38
2019-12-08	80	73
2019-12-08	T2	30
2019-12-08	65	27
2019-12-08	AW	45
2019-12-08	92	45
2019-12-09	59	3
2019-12-09	YA	44
2019-12-09	HR	0
2019-12-09	G9	26
2019-12-09	9P	9
2019-12-09	71	33
2019-12-09	WK	58
2019-12-09	TQ	3
2019-12-09	L3	38
2019-12-09	VU	44
2019-12-09	BE	36
2019-12-09	BM	8
2019-12-09	KZ	22
2019-12-09	NV	1
2019-12-09	JQ	9
2019-12-09	AT	6
2019-12-09	SW	21
2019-12-09	J6	42
2019-12-09	H7	1
2019-12-09	EI	15
2019-12-09	81	37
2019-12-09	RI	50
2019-12-09	QI	1
2019-12-09	Y0	17
2019-12-10	FV	19
2019-12-10	KF	11
2019-12-10	0H	25
2019-12-10	50	19
2019-12-10	FR	51
2019-12-10	B1	37
2019-12-10	ZE	44
2019-12-10	CU	7
2019-12-10	YR	19
2019-12-10	XE	14
2019-12-10	86	47
2019-12-10	LV	52
2019-12-10	VY	13
2019-12-10	5M	45
2019-12-10	LK	21
2019-12-10	5X	10
2019-12-10	BU	10
2019-12-10	P7	16
2019-12-10	R5	0
2019-12-10	V8	7
2019-12-10	8E	17
2019-12-10	4E	4
2019-12-10	YR	50
2019-12-10	Q4	38
2019-12-11	H2	11
2019-12-11	42	20
2019-12-11	SS	64
2019-12-11	2I	43
2019-12-11	F8	3
2019-12-11	TU	43
2019-12-11	25	66
2019-12-11	RI	52
2019-12-11	LA	14
2019-12-11	SX	30
2019-12-11	WL	8
2019-12-11	WG	5
2019-12-11	W9	14
2019-12-11	4F	22
2019-12-11	9U	20
2019-12-11	TP	22
2019-12-11	VD	10
2019-12-11	KF	9
2019-12-11	SW	25
2019-12-11	O4	39
2019-12-11	ON	26
2019-12-11	B0	43
2019-12-11	O6	19
2019-12-11	3N	4
2019-12-12	11	31
2019-12-12	YM	68
2019-12-12	87	55
2019-12-12	OT	52
2019-12-12	3I	39
2019-12-12	1V	11
2019-12-12	N6	3
2019-12-12	OZ	37
2019-12-12	XG	10
2019-12-12	I0	38
2019-12-12	WF	36
2019-12-12	SL	2
2019-12-12	1K	35
2019-12-12	J7	5
2019-12-12	ZF	31
2019-12-12	AO	16
2019-12-12	AA	14
2019-12-12	BO	15
2019-12-12	M1	19
2019-12-12	HB	12
2019-12-12	WR	31
2019-12-12	MZ	2
2019-12-12	SW	3
2019-12-12	3K	44
2019-12-13	7K	4
2019-12-13	KX	33
2019-12-13	H5	38
2019-12-13	YX	52
2019-12-13	4T	41
2019-12-13	1W	0
2019-12-13	74	29
2019-12-13	SH	48
2019-12-13	5T	18
2019-12-13	GA	1
2019-12-13	YB	19
2019-12-13	CM	11
2019-12-13	XM	21
2019-12-13	2U	30
2019-12-13	84	27
2019-12-13	O2	21
2019-12-13	LW	34
2019-12-13	7B	42
2019-12-13	IX	40
2019-12-13	XW	14
2019-12-13	NK	22
2019-12-13	YM	13
2019-12-13	CG	28
2019-12-13	CA	6
2019-12-14	UU	38
2019-12-14	7T	31
2019-12-14	L6	9
2019-12-14	JY	33
2019-12-14	4P	31
2019-12-14	N8	2
2019-12-14	0X	2
2019-12-14	W2	1
2019-12-14	I3	13
2019-12-14	K6	5
2019-12-14	ZC	28
2019-12-14	HA	20
2019-12-14	FW	20
2019-12-14	SI	1
2019-12-14	RS	9
2019-12-14	YU	9
2019-12-14	52	71
2019-12-14	97	9
2019-12-14	HU	45
2019-12-14	YJ	6
2019-12-14	MR	4
2019-12-14	WU	13
2019-12-14	NT	10
2019-12-14	YG	2
2019-12-15	8V	18
2019-12-15	95	32
2019-12-15	0U	23
2019-12-15	FR	19
2019-12-15	KH	5
2019-12-15	G7	21
2019-12-15	W3	12
2019-12-15	3F	17
2019-12-15	MZ	46
2019-12-15	NS	6
2019-12-15	W2	24
2019-12-15	9W	7
2019-12-15	2D	26
2019-12-15	1Z	21
2019-12-15	XP	29
2019-12-15	WC	14
2019-12-15	DJ	12
2019-12-15	Z8	4
2019-12-15	Y6	3
2019-12-15	NM	12
2019-12-15	DW	0
2019-12-15	QH	2
2019-12-15	PY	16
2019-12-15	BZ	13
2019-12-16	WV	17
2019-12-16	7V	32
2019-12-16	2C	24
2019-12-16	2B	1
2019-12-16	AP	29
2019-12-16	EC	9
2019-12-16	BW	17
2019-12-16	UI	5
2019-12-16	14	57
2019-12-16	ZJ	63
2019-12-16	CX	9
2019-12-16	K9	23
2019-12-16	4F	10
2019-12-16	JD	20
2019-12-16	WT	29
2019-12-16	5S	35
2019-12-16	GP	15
2019-12-16	JG	6
2019-12-16	EH	4
2019-12-16	4I	16
2019-12-16	CS	25
2019-12-16	YO	18
2019-12-16	GC	30
2019-12-16	LA	3
2019-12-17	U4	4
2019-12-17	7V	4
2019-12-17	IR	14
2019-12-17	JY	8
2019-12-17	JK	14
2019-12-17	T2	15
2019-12-17	47	27
2019-12-17	2C	10
2019-12-17	Y9	29
2019-12-17	X4	6
2019-12-17	V0	6
2019-12-17	LB	8
2019-12-17	9N	7
2019-12-17	73	29
2019-12-17	8E	19
2019-12-17	GC	13
2019-12-17	QD	11
2019-12-17	LW	14
2019-12-17	5Z	20
2019-12-17	B3	26
2019-12-17	75	9
2019-12-17	5D	13
2019-12-17	DP	27
2019-12-17	T0	16
2019-12-18	IF	11
2019-12-18	JI	4
2019-12-18	GV	10
2019-12-18	T4	21
2019-12-18	9P	1
2019-12-18	8I	8
2019-12-18	Z1	10
2019-12-18	G4	16
2019-12-18	6L	7
2019-12-18	FC	7
2019-12-18	82	31
2019-12-18	CA	26
2019-12-18	08	28
2019-12-18	0D	12
2019-12-18	4B	2
2019-12-18	Z8	28
2019-12-18	WN	19
2019-12-18	VI	6
2019-12-18	M3	31
2019-12-18	DQ	21
2019-12-18	72	44
2019-12-18	9O	31
2019-12-18	I6	9
2019-12-18	TH	29
2019-12-19	E6	33
2019-12-19	JM	28
2019-12-19	VG	6
2019-12-19	SC	7
2019-12-19	LG	3
2019-12-19	CQ	1
2019-12-19	RW	21
2019-12-19	BK	28
2019-12-19	JA	2
2019-12-19	ZP	31
2019-12-19	FN	22
2019-12-19	HY	13
2019-12-19	LE	16
2019-12-19	UI	13
2019-12-19	WH	1
2019-12-19	E9	33
2019-12-19	IB	13
2019-12-19	OZ	30
2019-12-19	64	63
2019-12-19	41	5
2019-12-19	FI	42
2019-12-19	71	39
2019-12-19	OL	51
2019-12-19	M4	26
2019-12-20	CE	7
2019-12-20	QM	22
2019-12-20	YG	2
2019-12-20	WY	16
2019-12-20	TL	16
2019-12-20	N3	31
2019-12-20	9H	0
2019-12-20	ZQ	42
2019-12-20	11	73
2019-12-20	LH	50
2019-12-20	M7	16
2019-12-20	BL	10
2019-12-20	A8	21
2019-12-20	NQ	38
2019-12-20	N2	31
2019-12-20	VW	45
2019-12-20	3H	50
2019-12-20	J6	5
2019-12-20	RA	19
2019-12-20	AQ	1
2019-12-20	CS	4
2019-12-20	CV	3
2019-12-20	E3	33
2019-12-20	5P	13
2019-12-21	5A	15
2019-12-21	WO	48
2019-12-21	E8	41
2019-12-21	NS	36
2019-12-21	A7	41
2019-12-21	EF	19
